=== GL 226-001 non-BTB entries (TGL < 2026-01-01) ===
VOUCHER|TGL|KET|K|D|NET
200410115040017|04/13/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.03871|0.000000|3945500.000000|-3945500.000000
200410115040015|04/13/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.03841|0.000000|2750000.000000|-2750000.000000
200410115040017|04/13/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.03861|0.000000|2925000.000000|-2925000.000000
200410115040015|04/13/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.03802|0.000000|1639500.120000|-1639500.120000
200410115040017|04/13/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.03860|0.000000|212500.000000|-212500.000000
200410115040015|04/13/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.03816|0.000000|2800000.000000|-2800000.000000
100310115040100|04/15/2015 00:00:00|Hutang Dagang - NUGROHO TEKNIK INV.005 15/04/15|0.000000|1675000.000000|-1675000.000000
200410115040022|04/16/2015 00:00:00|Hutang Dagang - TK.KEMENANGAN INV.K04|0.000000|10450000.000000|-10450000.000000
200410115040023|04/18/2015 00:00:00|Hutang Dagang - SUBUR MAKMUR INV.16539|0.000000|18070400.000000|-18070400.000000
200410115040025|04/20/2015 00:00:00|Hutang Dagang - ALAM JAYA INV.AJ04|0.000000|1490000.000000|-1490000.000000
200410115040025|04/20/2015 00:00:00|Hutang Dagang - ALAM JAYA INV.AJ07|0.000000|265000.000000|-265000.000000
100310115040135|04/20/2015 00:00:00|Hutang Dagang - NUGROHO TEKNIK INV.006 17/04/15|0.000000|3325000.000000|-3325000.000000
200410115040025|04/20/2015 00:00:00|Hutang Dagang - ALAM JAYA INV.AJ05|0.000000|169000.000000|-169000.000000
200410115040072|04/21/2015 00:00:00|PERDONI (0253) - (0253)  Hutang Dagang |0.000000|9159744.000000|-9159744.000000
100310115040139|04/21/2015 00:00:00|Hutang Dagang - NUGROHO TEKNIK INV.008 21/04/15|0.000000|1900000.100000|-1900000.100000
100310115040143|04/22/2015 00:00:00|Hutang Dagang - BKS MOTOR INV.156 21/04/15|0.000000|650000.000000|-650000.000000
100310115040148|04/22/2015 00:00:00|Hutang Dagang - NUGROHO TEKNIK INV.007 20/04/15|0.000000|2150000.000000|-2150000.000000
200410115040029|04/23/2015 00:00:00|Hutang Dagang - PACIFIC INV.61902|0.000000|22250000.000000|-22250000.000000
200410115040031|04/23/2015 00:00:00|Hutang Dagang - SAUDRA TEKNIN INV.0378|0.000000|1140000.000000|-1140000.000000
200410115040048|04/24/2015 00:00:00|SRT JLN 089/TAM/IV/2015 - (AJ002) |0.000000|1640000.000000|-1640000.000000
200410115040048|04/24/2015 00:00:00|CENTRAL BERINDO - (82941) |0.000000|540000.000000|-540000.000000
100310115040156|04/24/2015 00:00:00|Hutang Dagang - INV.009 23/04/15|0.000000|4250000.000000|-4250000.000000
200410115040048|04/24/2015 00:00:00|CENTRAL BERINDO  - (81378) |0.000000|1880000.000000|-1880000.000000
200410115040048|04/24/2015 00:00:00|SRT JLN :070/TAM/III/2015 - (AJ07) |0.000000|355000.000000|-355000.000000
200410115040047|04/27/2015 00:00:00|PO 068/TAM / III/2015 - (BM003) |0.000000|3398000.000000|-3398000.000000
200410115040034|04/27/2015 00:00:00|Hutang Dagang - INTI NEPEL INV.826|0.000000|2337500.000000|-2337500.000000
100310115040174|04/27/2015 00:00:00|Hutang Dagang - NUGROHO TEKNIK INV.010 27/04/15|0.000000|4655000.000000|-4655000.000000
200410115040041|04/30/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.3968|0.000000|1828750.000000|-1828750.000000
200410115040041|04/30/2015 00:00:00|Hutang Dagang - MULIA JAYA 3885|0.000000|14283000.000000|-14283000.000000
200410115040041|04/30/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.03960|0.000000|2512500.000000|-2512500.000000
200410115040041|04/30/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.3898|0.000000|2997000.500000|-2997000.500000
200410115040041|04/30/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.3897|0.000000|20712700.050000|-20712700.050000
100310115050014|05/04/2015 00:00:00|Hutang Dagang - SETIA INV 30/04/15|0.000000|18500.000000|-18500.000000
100310115050019|05/04/2015 00:00:00|Hutang Dagang - SETIA 30/04/15-PERLENGKAPAN BENGKEL|0.000000|115000.000000|-115000.000000
100310115050006|05/04/2015 00:00:00|Hutang Dagang - NUGROHO TEKNIK INV.011/IV/2015|0.000000|1640000.000000|-1640000.000000
100310116050001|05/04/2015 00:00:00|Hutang Dagang - NUGROHO TEKNIK INV.012 02/05/15|0.000000|3435000.000000|-3435000.000000
100310115050014|05/04/2015 00:00:00|Hutang Dagang - STIA AGUNG .INV.SAS01 30/04/15|0.000000|550000.000000|-550000.000000
100310115050035|05/05/2015 00:00:00|Hutang Dagang - NUGROHO TEKNIK INV.014 04/05/15|0.000000|3025000.000000|-3025000.000000
100310115050036|05/05/2015 00:00:00|Hutang Dagang - NUGROHO TEKNIK INV.013 04/05/15|0.000000|4100000.000000|-4100000.000000
100310115050046|05/06/2015 00:00:00|Hutang Dagang - BKS MOTOR INV.276 06/05/15|0.000000|1320000.000000|-1320000.000000
200410115050014|05/07/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4016 10/04/15|0.000000|5570000.000000|-5570000.000000
200410115050015|05/07/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4009 06/04/15|0.000000|9643344.680000|-9643344.680000
200410115050017|05/07/2015 00:00:00|Hutang Dagang - SAMUDRA TEKNIK INV.462  22/04/15|0.000000|5400000.000000|-5400000.000000
200410115050013|05/07/2015 00:00:00|Hutang Dagang - BTU INV.BTU042 14/04/15|0.000000|8795000.000000|-8795000.000000
200410115050016|05/07/2015 00:00:00|Hutang Dagang - TK.KEMENANGAN INV.K05 17/04/15|0.000000|23660000.000000|-23660000.000000
200410115050015|05/07/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.03997 01/04/15|0.000000|1083500.000000|-1083500.000000
200410115050015|05/07/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.039999 02/04/15|0.000000|5000000.000000|-5000000.000000
200410115050014|05/07/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4010 07/04/15|0.000000|1750000.000000|-1750000.000000
200410115050014|05/07/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.3989 26/03/15|0.000000|4131850.000000|-4131850.000000
200410115050015|05/07/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.3986 28/03/15|0.000000|2696500.000000|-2696500.000000
200410115050014|05/07/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.3991 30/03/15|0.000000|3350000.000000|-3350000.000000
200410115050014|05/07/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4013 09/04/15|0.000000|6342500.000000|-6342500.000000
200410115050015|05/07/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.04005 02/04/15|0.000000|5412500.000000|-5412500.000000
200410115050014|05/07/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4007 26/03/15|0.000000|2100000.000000|-2100000.000000
100310115050064|05/09/2015 00:00:00|Hutang Dagang - ERKA JAYA INV.12686 17/04/15|0.000000|300000.000000|-300000.000000
200410115050022|05/09/2015 00:00:00|U/ POTONGAN PLAT BUS GANDENG - (AJ001) ALAM JAYA|0.000000|424500.000000|-424500.000000
200410115050022|05/09/2015 00:00:00|Hutang Dagang - ALAM JAYA INV.AJ05 21/04/15|0.000000|1837500.000000|-1837500.000000
200410115050022|05/09/2015 00:00:00|Hutang Dagang - ALAM JAYA INV.AJ06 22/04/15|0.000000|924500.000000|-924500.000000
100310115050083|05/10/2015 00:00:00|Hutang Dagang - REJEKI PRATAMA RP03 13/05/15|0.000000|1125000.000000|-1125000.000000
100310115050083|05/10/2015 00:00:00|Hutang Dagang - BINA CAHAYA BC01 13/05/15|0.000000|20000.000000|-20000.000000
100310115050083|05/10/2015 00:00:00|Hutang Dagang - LANCAR ABADI LA01 13/05/15|0.000000|537000.000000|-537000.000000
100310115050083|05/10/2015 00:00:00|Hutang Dagang - SENTOSAABADI SA02 13/05/15 |0.000000|125000.000000|-125000.000000
200410115050025|05/12/2015 00:00:00|Hutang Dagang - KUSUMA KEMINDO INV.12093 14/04/15|0.000000|2062500.000000|-2062500.000000
100310115050085|05/13/2015 00:00:00|Hutang Dagang - NUGROHO TEKNIK INV.015 13/05/15|0.000000|3945000.000000|-3945000.000000
100310115050106|05/18/2015 00:00:00|Hutang Dagang - NUGROHO TEKNIK INV.017 18/05/15|0.000000|2460000.000000|-2460000.000000
100310115050103|05/18/2015 00:00:00|Hutang Dagang - NUGROHO TEKNIK INV.016 13/05/15|0.000000|3621000.000000|-3621000.000000
200410115050031|05/19/2015 00:00:00|Hutang Dagang - TK.KEMENANGAN INV.KM06 28/04/15|0.000000|6060000.000000|-6060000.000000
100310115050110|05/19/2015 00:00:00|Hutang Dagang - BKS MOT.INV.366 19/05/15|0.000000|1320000.000000|-1320000.000000
200410115050032|05/21/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4033 16/04/15|0.000000|4695000.000000|-4695000.000000
200410115050032|05/21/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4016 13/04/15|0.000000|8598750.800000|-8598750.800000
200410115050032|05/21/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4031 15/04/15|0.000000|1915000.000000|-1915000.000000
200410115050033|05/21/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.04047 23/04/15|0.000000|7633000.200000|-7633000.200000
200410115050033|05/21/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4035 18/04/15|0.000000|3480000.480000|-3480000.480000
200410115050032|05/21/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4025 14/04/15|0.000000|4985000.000000|-4985000.000000
200410115050033|05/21/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4034 17/04/15|0.000000|6300000.000000|-6300000.000000
200410115050033|05/21/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.04041 20/04/15|0.000000|11732500.000000|-11732500.000000
200410115050029|05/26/2015 00:00:00|Hutang Dagang  - artha mersindo inv.0299 01/04/15|0.000000|264000.000000|-264000.000000
200410115050029|05/26/2015 00:00:00|Hutang Dagang - ARTHA MERSINDO INV.18286 13/04/15|0.000000|9504448.800000|-9504448.800000
100310115050155|05/26/2015 00:00:00|Hutang Dagang - CENTRAL BEARINDO INV.87239|0.000000|450000.000000|-450000.000000
200410115050037|05/26/2015 00:00:00|Hutang Dagang - BTU INV.0510 05/05/15|0.000000|8795000.000000|-8795000.000000
210510115050006|05/27/2015 00:00:00|Hutang Dagang - THERMO 300 24V - (090/04/2015)  - TAM|0.000000|26600000.000000|-26600000.000000
210510115050005|05/27/2015 00:00:00|FITTING 7/8 LURUS, FITTING 7/8 45" BENGKOK - (086/04/2015) |0.000000|122119536.000000|-122119536.000000
210510115050006|05/27/2015 00:00:00|THERMO 400 12V - (102/04/2015) |0.000000|37240000.000000|-37240000.000000
200410115050043|05/29/2015 00:00:00|Hutang Dagang - BANTENG MAS INV.BM03 07/05/15|0.000000|4561500.060000|-4561500.060000
200410115050044|05/29/2015 00:00:00|Hutang Dagang - TK KEMENANGAN INV.KM07 05/05/15|0.000000|12330000.000000|-12330000.000000
200410115050045|05/29/2015 00:00:00|Hutang Dagang - SAMUDRA TEKNIK INV.254 13/05/15|0.000000|1400000.000000|-1400000.000000
100310115060061|06/01/2015 00:00:00|ACCU YUASA N50Z - (00456) |0.000000|1320000.000000|-1320000.000000
100310115060060|06/01/2015 00:00:00|DRIVE PULLY ISUZU GIGA 1 GOT A 176, BOSING ALTERNATOR - (020/V/2015) |0.000000|3690000.000000|-3690000.000000
100310115060059|06/01/2015 00:00:00|ACCU YUASA N 50Z - (00409) |0.000000|1320000.000000|-1320000.000000
100310115060062|06/03/2015 00:00:00|MUR PANJANG U/ BRAKET ISUZU GIGA, REPARASI DRIVE PULLY HINO FC, ISUZU GIGA, HINO RK - (021/V/2015) |0.000000|2000000.000000|-2000000.000000
200410115060016|06/03/2015 00:00:00|Hutang Dagang - ARTHA MERSINDO INV.18413 29/04/15|0.000000|9504448.800000|-9504448.800000
100310115060063|06/04/2015 00:00:00|ACCU YUASA N 50Z - (00489) |0.000000|1320000.000000|-1320000.000000
100310115060202|06/08/2015 00:00:00|NUGROHO TEKNIK (024/VI/2015) - (024/VI) |0.000000|3225000.000000|-3225000.000000
200410115060050|06/09/2015 00:00:00| - (4088) |0.000000|1827000.000000|-1827000.000000
200410115060023|06/09/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.04062 27/04/15|0.000000|1905000.000000|-1905000.000000
200410115060025|06/09/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4072 04/05/15|0.000000|3500000.000000|-3500000.000000
200410115060049|06/09/2015 00:00:00| - (1699) |0.000000|4500000.000000|-4500000.000000
200410115060025|06/09/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4080 30/04/15|0.000000|3958825.200000|-3958825.200000
200410115060025|06/09/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4069 24/04/15|0.000000|5645000.000000|-5645000.000000
200410115060024|06/09/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4095 07/05/15|0.000000|400000.000000|-400000.000000
200410115060024|06/09/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4104 08/05/15|0.000000|8341400.050000|-8341400.050000
200410115060050|06/09/2015 00:00:00|MULIA JAYA (4092) - (4092) |0.000000|815000.040000|-815000.040000
200410115060023|06/09/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4066 28/04/15|0.000000|8615000.000000|-8615000.000000
200410115060049|06/09/2015 00:00:00| - (1670) |0.000000|17000000.000000|-17000000.000000
200410115060050|06/09/2015 00:00:00| - (4091) |0.000000|5000000.000000|-5000000.000000
200410115060023|06/09/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.04060 20/04/15|0.000000|2570000.000000|-2570000.000000
200410115060025|06/09/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4073 05/05/15|0.000000|4800000.000000|-4800000.000000
200410115060023|06/09/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.04061 24/04/15|0.000000|918100.000000|-918100.000000
200410115060024|06/09/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4090 07/05/15|0.000000|3218000.000000|-3218000.000000
200410115060049|06/09/2015 00:00:00| - (1692) |0.000000|3000000.000000|-3000000.000000
100310115060203|06/12/2015 00:00:00|BEKASI MOTOR (00539) - (00539) |0.000000|1320000.000000|-1320000.000000
100310115060206|06/13/2015 00:00:00|NUGROHO TEKNIK (026/VI/2015) - (026/VI/2015) |0.000000|6021000.000000|-6021000.000000
200410115060030|06/16/2015 00:00:00|DRIVE PULLY HINO AK 8J 2 GOT B 184, DRIVE PULLY PTO IVECO 2 GOT B 210 - (025/VI/2015) |0.000000|4375000.000000|-4375000.000000
100310115060207|06/18/2015 00:00:00|BEKASI MOTOR (00578) - (00578) |0.000000|1980000.000000|-1980000.000000
100310115060208|06/20/2015 00:00:00|NUGROHO TEKNIK (028/VI/2015) - (02/VI/2015) |0.000000|3910000.000000|-3910000.000000
200410115060059|06/24/2015 00:00:00|BANTENG MAS (BM06) - (BM06) |0.000000|2657500.000000|-2657500.000000
200410115060059|06/24/2015 00:00:00| - (10177) |0.000000|950000.000000|-950000.000000
200410115060059|06/24/2015 00:00:00| - (HR01) |0.000000|5000000.000000|-5000000.000000
200410115060034|06/25/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4110 11/05/15|0.000000|5078500.800000|-5078500.800000
200410115060036|06/25/2015 00:00:00|Hutang Dagang - ALAM JAYA INV.AJ20 26/05/15|0.000000|942500.010000|-942500.010000
200410115060037|06/25/2015 00:00:00|Hutang Dagang - UD CHANDRA INV.CH01/1707. 05/06/15|0.000000|15875000.000000|-15875000.000000
200410115060035|06/25/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4198 15/06/15|0.000000|700000.000000|-700000.000000
200410115060035|06/25/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4199 15/06/15|0.000000|9723100.000000|-9723100.000000
200410115060056|06/25/2015 00:00:00| - (029/VI/2015) |0.000000|8525000.000000|-8525000.000000
200410115060036|06/25/2015 00:00:00|Hutang Dagang - SAMUDRA TEKNIK INV.563 25/05/15|0.000000|1400000.000000|-1400000.000000
200410115060034|06/25/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4124 18/05/15|0.000000|8117500.000000|-8117500.000000
200410115060035|06/25/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4194 15/06/15|0.000000|967750.000000|-967750.000000
200410115060036|06/25/2015 00:00:00|Hutang Dagang - ALAM JAYA INV.AJ08 27/05/15|0.000000|328000.000000|-328000.000000
200410115060036|06/25/2015 00:00:00|Hutang Dagang - KUSUMA KEMINDO INV.16351 25/05/15|0.000000|2212499.850000|-2212499.850000
200410115060036|06/25/2015 00:00:00|Hutang Dagang - HTECH INV.1701 03/06/15|0.000000|2250000.000000|-2250000.000000
200410115060034|06/25/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4109 11/05/15|0.000000|22602500.000000|-22602500.000000
200410115060036|06/25/2015 00:00:00|Hutang Dagang - INTI NEPEL INV.925 03/06/15|0.000000|1578500.000000|-1578500.000000
200410116060092|06/25/2015 00:00:00| - (K06) |0.000000|5705000.000000|-5705000.000000
200410116060092|06/25/2015 00:00:00| - (075.000.20) |0.000000|12630000.000000|-12630000.000000
200410116060092|06/25/2015 00:00:00| - (073) |0.000000|1650000.000000|-1650000.000000
200410115060056|06/25/2015 00:00:00| - (027/VI/2015) |0.000000|7010000.000000|-7010000.000000
200410115060034|06/25/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4111 12/05/15|0.000000|795000.000000|-795000.000000
200410115060033|06/25/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4114 13/05/15|0.000000|15555000.000000|-15555000.000000
200410115060035|06/25/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4260 18/06/15|0.000000|3600000.000000|-3600000.000000
200410115060033|06/25/2015 00:00:00|Hutang Dagang - MULIA JAYA INV.4155 28/05/15|0.000000|12923699.350000|-12923699.350000
200410115060058|06/26/2015 00:00:00| - (816) |0.000000|1000000.000000|-1000000.000000
100310115070169|07/01/2015 00:00:00|LESTARI - (097)  Hutang Dagang |0.000000|700000.000000|-700000.000000
100310115070017|07/01/2015 00:00:00| - (RP01) |0.000000|1125000.000000|-1125000.000000
100310115070172|07/02/2015 00:00:00| - (LA02)  Hutang Dagang |0.000000|537000.000000|-537000.000000
100310115070020|07/02/2015 00:00:00| - (73) |0.000000|900000.000000|-900000.000000
200410115070028|07/03/2015 00:00:00|MITRA ABADI SEJATI, CV (038/MAS-PRO.INV) - (038/MAS-PRO.INV) |0.000000|29700000.000000|-29700000.000000
200410116070058|07/03/2015 00:00:00|MITRA ABADI SEJATI, CV (033/MAS-PRO.INV) - (033/MAS-PRO.INV) |0.000000|29700000.000000|-29700000.000000
100310115070030|07/03/2015 00:00:00| - (032) |0.000000|2430000.000000|-2430000.000000
100310115070052|07/06/2015 00:00:00| - (033) |0.000000|1125000.000000|-1125000.000000
100310115070174|07/09/2015 00:00:00| - (PA01)  Hutang Dagang |0.000000|195000.120000|-195000.120000
100310115070081|07/09/2015 00:00:00| - (034) |0.000000|3535000.000000|-3535000.000000
100310115070077|07/09/2015 00:00:00| - (0775) |0.000000|660000.000000|-660000.000000
100310115070174|07/09/2015 00:00:00| - (BS02)  Hutang Dagang |0.000000|119000.000000|-119000.000000
100310115070174|07/09/2015 00:00:00| - (BAT01)  Hutang Dagang |0.000000|315000.000000|-315000.000000
100310115070094|07/10/2015 00:00:00| - (00783) |0.000000|660000.000000|-660000.000000
100310115070085|07/10/2015 00:00:00| - (00779) |0.000000|660000.000000|-660000.000000
100310115070107|07/13/2015 00:00:00| - (035) |0.000000|2950000.000000|-2950000.000000
100310115070112|07/14/2015 00:00:00| - (038) |0.000000|2150000.000000|-2150000.000000
210510115070004|07/14/2015 00:00:00|TK.300-030315, KT1504/009 - (30006633)  Hutang Dagang |0.000000|492711534.000000|-492711534.000000
210510115070004|07/14/2015 00:00:00|TK.400-030315, KT1504/006 - (30006594)  Hutang Dagang |0.000000|285338466.000000|-285338466.000000
200410115070054|07/15/2015 00:00:00|PERDONI, PT (15/JKT/DO0425) - (15/JKT/DO0425)  Hutang Dagang |0.000000|8910000.000000|-8910000.000000
200410115070027|07/15/2015 00:00:00| - (4181) MULIA JAYA|0.000000|12712005.000000|-12712005.000000
200410115070026|07/15/2015 00:00:00| - (4133) MULIA JAYA|0.000000|1892500.000000|-1892500.000000
200410115070027|07/15/2015 00:00:00| - (4163) MULIA JAYA|0.000000|5477500.000000|-5477500.000000
200410115070026|07/15/2015 00:00:00| - (4144) MULIA JAYA|0.000000|3002500.000000|-3002500.000000
200410115070027|07/15/2015 00:00:00| - (4178) MULIA JAYA|0.000000|6085375.040000|-6085375.040000
100310115070122|07/15/2015 00:00:00| - (036) |0.000000|3500000.000000|-3500000.000000
200410115070026|07/15/2015 00:00:00| - (4136) MULIA JAYA|0.000000|3500000.000000|-3500000.000000
200410115070027|07/15/2015 00:00:00| - (4175) MULIA JAYA|0.000000|5400000.000000|-5400000.000000
200410115070036|07/15/2015 00:00:00| - (1799) |0.000000|6300000.000000|-6300000.000000
